session_id,participant_id,list_id,image_condition,start_time,completed,trial_index,trial_type,response,rt,scenario,condition,image_path,group_id,age,gender,education,english_native,native_language,comments,extra_data
57,,2,natural,2025-03-19 20:59:20.530866+00:00,True,3,html-button-response,0.0,7496,"Joe's roommates had taken all of the space in the closet, and there was no place to hang his coat. Joe used this as a coat rack.",Afforded,images/vacuumcleaner_natural.jpeg,9.0,18-24,Female,Bachelor's degree,Yes,English,,"{""group_id"": ""9"", ""image_type"": ""natural"", ""button_pressed"": ""0"", ""internal_node_id"": ""0.0-3.0""}"
57,,2,natural,2025-03-19 20:59:20.530866+00:00,True,4,html-button-response,0.0,6382,Marissa forgot to bring her pillow on her camping trip. Marisa used this as a pillow.,Non-Afforded,images/water_natural.jpeg,13.0,18-24,Female,Bachelor's degree,Yes,English,,"{""group_id"": ""13"", ""image_type"": ""natural"", ""button_pressed"": ""0"", ""internal_node_id"": ""0.0-4.0""}"
57,,2,natural,2025-03-19 20:59:20.530866+00:00,True,5,html-button-response,1.0,5747,"Phil was trying to get a barbecue going. He tried blowing on the coals, but they still weren't burning well.  Phil used this to fan the fire.",Non-Afforded,images/rock_natural.jpeg,7.0,18-24,Female,Bachelor's degree,Yes,English,,"{""group_id"": ""7"", ""image_type"": ""natural"", ""button_pressed"": ""1"", ""internal_node_id"": ""0.0-5.0""}"
57,,2,natural,2025-03-19 20:59:20.530866+00:00,True,6,html-button-response,1.0,7415,"At work, Aaron realized that he forgot his cap. The rule was that if your hair isn't covered, you cannot work. Aaron used this to cover his hair.",Afforded,images/sandwichwrapper_natural.jpeg,12.0,18-24,Female,Bachelor's degree,Yes,English,,"{""group_id"": ""12"", ""image_type"": ""natural"", ""button_pressed"": ""1"", ""internal_node_id"": ""0.0-6.0""}"
57,,2,natural,2025-03-19 20:59:20.530866+00:00,True,7,html-button-response,3.0,8964,"Bill was painting his barn. Part of the wall was too high to reach without a ladder, but he'd lent his ladder to a neighbor. Bill stood on this to finish painting.",Afforded,images/tractor_natural.jpeg,6.0,18-24,Female,Bachelor's degree,Yes,English,,"{""group_id"": ""6"", ""image_type"": ""natural"", ""button_pressed"": ""3"", ""internal_node_id"": ""0.0-7.0""}"
57,,2,natural,2025-03-19 20:59:20.530866+00:00,True,8,html-button-response,0.0,3664,Brad was sitting in his office when an intruder threatened him with a knife. Brad used this to protect himself.,Non-Afforded,images/papernapkin_natural.jpeg,1.0,18-24,Female,Bachelor's degree,Yes,English,,"{""group_id"": ""1"", ""image_type"": ""natural"", ""button_pressed"": ""0"", ""internal_node_id"": ""0.0-8.0""}"
57,,2,natural,2025-03-19 20:59:20.530866+00:00,True,9,html-button-response,1.0,7032,Jenny was hiking in the woods. She left her friend Adam a note explaining that she would mark her choice of direction at each intersection. Jenny pointed out her path using this.,Related,images/string_natural.jpeg,2.0,18-24,Female,Bachelor's degree,Yes,English,,"{""group_id"": ""2"", ""image_type"": ""natural"", ""button_pressed"": ""1"", ""internal_node_id"": ""0.0-9.0""}"
57,,2,natural,2025-03-19 20:59:20.530866+00:00,True,10,html-button-response,0.0,5213,"Mike was freezing in the wind. He needed something to cover his face, but he didn't have enough money to buy a scarf. Mike used this to cover his face.",Non-Afforded,images/matchbook_natural.jpeg,4.0,18-24,Female,Bachelor's degree,Yes,English,,"{""group_id"": ""4"", ""image_type"": ""natural"", ""button_pressed"": ""0"", ""internal_node_id"": ""0.0-10.0""}"
57,,2,natural,2025-03-19 20:59:20.530866+00:00,True,11,html-button-response,0.0,4265,Harry accidentally dropped his book behind his bed. He couldn't reach it with his hand. Harry used this to push it out.,Non-Afforded,images/smellysock_natural.jpeg,16.0,18-24,Female,Bachelor's degree,Yes,English,,"{""group_id"": ""16"", ""image_type"": ""natural"", ""button_pressed"": ""0"", ""internal_node_id"": ""0.0-11.0""}"
57,,2,natural,2025-03-19 20:59:20.530866+00:00,True,12,html-button-response,4.0,3781,"After wading barefoot in the lake, Erik needed something to get dry. Erik used this to dry his feet.",Related,images/towel_natural.jpeg,14.0,18-24,Female,Bachelor's degree,Yes,English,,"{""group_id"": ""14"", ""image_type"": ""natural"", ""button_pressed"": ""4"", ""internal_node_id"": ""0.0-12.0""}"
57,,2,natural,2025-03-19 20:59:20.530866+00:00,True,13,html-button-response,4.0,5181,"Janet was teaching and needed to draw on the blackboard, but there were no fresh supplies in the classroom. Janet used this to draw on the blackboard.",Related,images/chalk_natural.jpeg,17.0,18-24,Female,Bachelor's degree,Yes,English,,"{""group_id"": ""17"", ""image_type"": ""natural"", ""button_pressed"": ""4"", ""internal_node_id"": ""0.0-13.0""}"
57,,2,natural,2025-03-19 20:59:20.530866+00:00,True,14,html-button-response,3.0,4813,Art was having a party. He realized he didn't have enough coasters to protect the tables from condensation dripping off the glasses. Art used this to protect his table.,Afforded,images/floppydisks_natural.jpeg,3.0,18-24,Female,Bachelor's degree,Yes,English,,"{""group_id"": ""3"", ""image_type"": ""natural"", ""button_pressed"": ""3"", ""internal_node_id"": ""0.0-14.0""}"
57,,2,natural,2025-03-19 20:59:20.530866+00:00,True,15,html-button-response,1.0,5782,"After taking a shower at the gym, Sarah discovered that her skirt needed to be pressed free of wrinkles before she returned to work. Sarah used this to smooth her skirt.",Related,images/hairdryer_natural.jpeg,11.0,18-24,Female,Bachelor's degree,Yes,English,,"{""group_id"": ""11"", ""image_type"": ""natural"", ""button_pressed"": ""1"", ""internal_node_id"": ""0.0-15.0""}"
57,,2,natural,2025-03-19 20:59:20.530866+00:00,True,16,html-button-response,1.0,5282,"Peggy was babysitting her infant nephew. He was being fussy, but she had few toys to occupy him. Peggy gave him this to play with.",Related,images/redbeanbag_natural.jpeg,8.0,18-24,Female,Bachelor's degree,Yes,English,,"{""group_id"": ""8"", ""image_type"": ""natural"", ""button_pressed"": ""1"", ""internal_node_id"": ""0.0-16.0""}"
57,,2,natural,2025-03-19 20:59:20.530866+00:00,True,17,html-button-response,0.0,4463,"Jonathan opened up his car's trunk, but the ice scraper wasn't there. Jonathan used this to chisel an inch of ice off his windshield.",Non-Afforded,images/hamsandwich_natural.jpeg,10.0,18-24,Female,Bachelor's degree,Yes,English,,"{""group_id"": ""10"", ""image_type"": ""natural"", ""button_pressed"": ""0"", ""internal_node_id"": ""0.0-17.0""}"
57,,2,natural,2025-03-19 20:59:20.530866+00:00,True,18,html-button-response,4.0,5834,"While taking a walk, Colleen ran into an old friend. They exchanged phone numbers, but Colleen couldn't find anything to write on. Colleen used this to write the phone number on.",Afforded,images/popsiclestick_natural.jpeg,15.0,18-24,Female,Bachelor's degree,Yes,English,,"{""group_id"": ""15"", ""image_type"": ""natural"", ""button_pressed"": ""4"", ""internal_node_id"": ""0.0-18.0""}"
57,,2,natural,2025-03-19 20:59:20.530866+00:00,True,19,html-button-response,4.0,6482,"David was playing hide and seek with his son, Duncan. Duncan hid in here.",Related,images/broomcloset_natural.jpeg,5.0,18-24,Female,Bachelor's degree,Yes,English,,"{""group_id"": ""5"", ""image_type"": ""natural"", ""button_pressed"": ""4"", ""internal_node_id"": ""0.0-19.0""}"
57,,2,natural,2025-03-19 20:59:20.530866+00:00,True,20,html-button-response,2.0,8397,"Judy was using the Xerox machine in the hallway, but people kept cutting in to make a few copies. Judy moved her Xerox machine here for more privacy.",Afforded,images/thelavatory_natural.jpeg,18.0,18-24,Female,Bachelor's degree,Yes,English,,"{""group_id"": ""18"", ""image_type"": ""natural"", ""button_pressed"": ""2"", ""internal_node_id"": ""0.0-20.0""}"
60,,2,natural,2025-03-19 20:59:22.950395+00:00,True,3,html-button-response,0.0,9683,"Mike was freezing in the wind. He needed something to cover his face, but he didn't have enough money to buy a scarf. Mike used this to cover his face.",Non-Afforded,images/matchbook_natural.jpeg,4.0,35-44,Female,Master's degree,Yes,English,No,"{""group_id"": ""4"", ""image_type"": ""natural"", ""button_pressed"": ""0"", ""internal_node_id"": ""0.0-3.0""}"
60,,2,natural,2025-03-19 20:59:22.950395+00:00,True,4,html-button-response,0.0,7405,"Jonathan opened up his car's trunk, but the ice scraper wasn't there. Jonathan used this to chisel an inch of ice off his windshield.",Non-Afforded,images/hamsandwich_natural.jpeg,10.0,35-44,Female,Master's degree,Yes,English,No,"{""group_id"": ""10"", ""image_type"": ""natural"", ""button_pressed"": ""0"", ""internal_node_id"": ""0.0-4.0""}"
60,,2,natural,2025-03-19 20:59:22.950395+00:00,True,5,html-button-response,0.0,4704,Marissa forgot to bring her pillow on her camping trip. Marisa used this as a pillow.,Non-Afforded,images/water_natural.jpeg,13.0,35-44,Female,Master's degree,Yes,English,No,"{""group_id"": ""13"", ""image_type"": ""natural"", ""button_pressed"": ""0"", ""internal_node_id"": ""0.0-5.0""}"
60,,2,natural,2025-03-19 20:59:22.950395+00:00,True,6,html-button-response,0.0,10030,"Judy was using the Xerox machine in the hallway, but people kept cutting in to make a few copies. Judy moved her Xerox machine here for more privacy.",Afforded,images/thelavatory_natural.jpeg,18.0,35-44,Female,Master's degree,Yes,English,No,"{""group_id"": ""18"", ""image_type"": ""natural"", ""button_pressed"": ""0"", ""internal_node_id"": ""0.0-6.0""}"
60,,2,natural,2025-03-19 20:59:22.950395+00:00,True,7,html-button-response,0.0,11792,Art was having a party. He realized he didn't have enough coasters to protect the tables from condensation dripping off the glasses. Art used this to protect his table.,Afforded,images/floppydisks_natural.jpeg,3.0,35-44,Female,Master's degree,Yes,English,No,"{""group_id"": ""3"", ""image_type"": ""natural"", ""button_pressed"": ""0"", ""internal_node_id"": ""0.0-7.0""}"
60,,2,natural,2025-03-19 20:59:22.950395+00:00,True,8,html-button-response,0.0,7476,"Phil was trying to get a barbecue going. He tried blowing on the coals, but they still weren't burning well.  Phil used this to fan the fire.",Non-Afforded,images/rock_natural.jpeg,7.0,35-44,Female,Master's degree,Yes,English,No,"{""group_id"": ""7"", ""image_type"": ""natural"", ""button_pressed"": ""0"", ""internal_node_id"": ""0.0-8.0""}"
60,,2,natural,2025-03-19 20:59:22.950395+00:00,True,9,html-button-response,2.0,12311,"While taking a walk, Colleen ran into an old friend. They exchanged phone numbers, but Colleen couldn't find anything to write on. Colleen used this to write the phone number on.",Afforded,images/popsiclestick_natural.jpeg,15.0,35-44,Female,Master's degree,Yes,English,No,"{""group_id"": ""15"", ""image_type"": ""natural"", ""button_pressed"": ""2"", ""internal_node_id"": ""0.0-9.0""}"
60,,2,natural,2025-03-19 20:59:22.950395+00:00,True,10,html-button-response,2.0,8675,"Peggy was babysitting her infant nephew. He was being fussy, but she had few toys to occupy him. Peggy gave him this to play with.",Related,images/redbeanbag_natural.jpeg,8.0,35-44,Female,Master's degree,Yes,English,No,"{""group_id"": ""8"", ""image_type"": ""natural"", ""button_pressed"": ""2"", ""internal_node_id"": ""0.0-10.0""}"
60,,2,natural,2025-03-19 20:59:22.950395+00:00,True,11,html-button-response,2.0,9646,"David was playing hide and seek with his son, Duncan. Duncan hid in here.",Related,images/broomcloset_natural.jpeg,5.0,35-44,Female,Master's degree,Yes,English,No,"{""group_id"": ""5"", ""image_type"": ""natural"", ""button_pressed"": ""2"", ""internal_node_id"": ""0.0-11.0""}"
60,,2,natural,2025-03-19 20:59:22.950395+00:00,True,12,html-button-response,2.0,13374,Jenny was hiking in the woods. She left her friend Adam a note explaining that she would mark her choice of direction at each intersection. Jenny pointed out her path using this.,Related,images/string_natural.jpeg,2.0,35-44,Female,Master's degree,Yes,English,No,"{""group_id"": ""2"", ""image_type"": ""natural"", ""button_pressed"": ""2"", ""internal_node_id"": ""0.0-12.0""}"
60,,2,natural,2025-03-19 20:59:22.950395+00:00,True,13,html-button-response,4.0,5950,"After wading barefoot in the lake, Erik needed something to get dry. Erik used this to dry his feet.",Related,images/towel_natural.jpeg,14.0,35-44,Female,Master's degree,Yes,English,No,"{""group_id"": ""14"", ""image_type"": ""natural"", ""button_pressed"": ""4"", ""internal_node_id"": ""0.0-13.0""}"
60,,2,natural,2025-03-19 20:59:22.950395+00:00,True,14,html-button-response,4.0,9116,"Janet was teaching and needed to draw on the blackboard, but there were no fresh supplies in the classroom. Janet used this to draw on the blackboard.",Related,images/chalk_natural.jpeg,17.0,35-44,Female,Master's degree,Yes,English,No,"{""group_id"": ""17"", ""image_type"": ""natural"", ""button_pressed"": ""4"", ""internal_node_id"": ""0.0-14.0""}"
60,,2,natural,2025-03-19 20:59:22.950395+00:00,True,15,html-button-response,0.0,8816,"After taking a shower at the gym, Sarah discovered that her skirt needed to be pressed free of wrinkles before she returned to work. Sarah used this to smooth her skirt.",Related,images/hairdryer_natural.jpeg,11.0,35-44,Female,Master's degree,Yes,English,No,"{""group_id"": ""11"", ""image_type"": ""natural"", ""button_pressed"": ""0"", ""internal_node_id"": ""0.0-15.0""}"
60,,2,natural,2025-03-19 20:59:22.950395+00:00,True,16,html-button-response,1.0,10159,"At work, Aaron realized that he forgot his cap. The rule was that if your hair isn't covered, you cannot work. Aaron used this to cover his hair.",Afforded,images/sandwichwrapper_natural.jpeg,12.0,35-44,Female,Master's degree,Yes,English,No,"{""group_id"": ""12"", ""image_type"": ""natural"", ""button_pressed"": ""1"", ""internal_node_id"": ""0.0-16.0""}"
60,,2,natural,2025-03-19 20:59:22.950395+00:00,True,17,html-button-response,3.0,9987,"Bill was painting his barn. Part of the wall was too high to reach without a ladder, but he'd lent his ladder to a neighbor. Bill stood on this to finish painting.",Afforded,images/tractor_natural.jpeg,6.0,35-44,Female,Master's degree,Yes,English,No,"{""group_id"": ""6"", ""image_type"": ""natural"", ""button_pressed"": ""3"", ""internal_node_id"": ""0.0-17.0""}"
60,,2,natural,2025-03-19 20:59:22.950395+00:00,True,18,html-button-response,0.0,6172,Brad was sitting in his office when an intruder threatened him with a knife. Brad used this to protect himself.,Non-Afforded,images/papernapkin_natural.jpeg,1.0,35-44,Female,Master's degree,Yes,English,No,"{""group_id"": ""1"", ""image_type"": ""natural"", ""button_pressed"": ""0"", ""internal_node_id"": ""0.0-18.0""}"
60,,2,natural,2025-03-19 20:59:22.950395+00:00,True,19,html-button-response,2.0,8415,"Joe's roommates had taken all of the space in the closet, and there was no place to hang his coat. Joe used this as a coat rack.",Afforded,images/vacuumcleaner_natural.jpeg,9.0,35-44,Female,Master's degree,Yes,English,No,"{""group_id"": ""9"", ""image_type"": ""natural"", ""button_pressed"": ""2"", ""internal_node_id"": ""0.0-19.0""}"
60,,2,natural,2025-03-19 20:59:22.950395+00:00,True,20,html-button-response,0.0,6610,Harry accidentally dropped his book behind his bed. He couldn't reach it with his hand. Harry used this to push it out.,Non-Afforded,images/smellysock_natural.jpeg,16.0,35-44,Female,Master's degree,Yes,English,No,"{""group_id"": ""16"", ""image_type"": ""natural"", ""button_pressed"": ""0"", ""internal_node_id"": ""0.0-20.0""}"
59,,3,natural,2025-03-19 20:59:22.905018+00:00,True,3,html-button-response,0.0,48417,"Phil was trying to get a barbecue going. He tried blowing on the coals, but they still weren't burning well.  Phil used this to fan the fire.",Related,images/bellows_natural.jpeg,7.0,25-34,Male,Bachelor's degree,Yes,English,,"{""group_id"": ""7"", ""image_type"": ""natural"", ""button_pressed"": ""0"", ""internal_node_id"": ""0.0-3.0""}"
59,,3,natural,2025-03-19 20:59:22.905018+00:00,True,4,html-button-response,1.0,10394,"Judy was using the Xerox machine in the hallway, but people kept cutting in to make a few copies. Judy moved her Xerox machine here for more privacy.",Non-Afforded,images/hermailbox_natural.jpeg,18.0,25-34,Male,Bachelor's degree,Yes,English,,"{""group_id"": ""18"", ""image_type"": ""natural"", ""button_pressed"": ""1"", ""internal_node_id"": ""0.0-4.0""}"
59,,3,natural,2025-03-19 20:59:22.905018+00:00,True,5,html-button-response,0.0,10967,"Janet was teaching and needed to draw on the blackboard, but there were no fresh supplies in the classroom. Janet used this to draw on the blackboard.",Afforded,images/rice_natural.jpeg,17.0,25-34,Male,Bachelor's degree,Yes,English,,"{""group_id"": ""17"", ""image_type"": ""natural"", ""button_pressed"": ""0"", ""internal_node_id"": ""0.0-5.0""}"
59,,3,natural,2025-03-19 20:59:22.905018+00:00,True,6,html-button-response,4.0,24331,Brad was sitting in his office when an intruder threatened him with a knife. Brad used this to protect himself.,Related,images/huntingrifle_natural.jpeg,1.0,25-34,Male,Bachelor's degree,Yes,English,,"{""group_id"": ""1"", ""image_type"": ""natural"", ""button_pressed"": ""4"", ""internal_node_id"": ""0.0-6.0""}"
59,,3,natural,2025-03-19 20:59:22.905018+00:00,True,7,html-button-response,4.0,52571,"Mike was freezing in the wind. He needed something to cover his face, but he didn't have enough money to buy a scarf. Mike used this to cover his face.",Related,images/skimask_natural.jpeg,4.0,25-34,Male,Bachelor's degree,Yes,English,,"{""group_id"": ""4"", ""image_type"": ""natural"", ""button_pressed"": ""4"", ""internal_node_id"": ""0.0-7.0""}"
59,,3,natural,2025-03-19 20:59:22.905018+00:00,True,8,html-button-response,0.0,6525,Marissa forgot to bring her pillow on her camping trip. Marisa used this as a pillow.,Related,images/clothes_natural.jpeg,13.0,25-34,Male,Bachelor's degree,Yes,English,,"{""group_id"": ""13"", ""image_type"": ""natural"", ""button_pressed"": ""0"", ""internal_node_id"": ""0.0-8.0""}"
59,,3,natural,2025-03-19 20:59:22.905018+00:00,True,9,html-button-response,0.0,28819,"After taking a shower at the gym, Sarah discovered that her skirt needed to be pressed free of wrinkles before she returned to work. Sarah used this to smooth her skirt.",Afforded,images/warmthermos_natural.jpeg,11.0,25-34,Male,Bachelor's degree,Yes,English,,"{""group_id"": ""11"", ""image_type"": ""natural"", ""button_pressed"": ""0"", ""internal_node_id"": ""0.0-9.0""}"
59,,3,natural,2025-03-19 20:59:22.905018+00:00,True,10,html-button-response,3.0,15504,Harry accidentally dropped his book behind his bed. He couldn't reach it with his hand. Harry used this to push it out.,Related,images/mophandle_natural.jpeg,16.0,25-34,Male,Bachelor's degree,Yes,English,,"{""group_id"": ""16"", ""image_type"": ""natural"", ""button_pressed"": ""3"", ""internal_node_id"": ""0.0-10.0""}"
59,,3,natural,2025-03-19 20:59:22.905018+00:00,True,11,html-button-response,3.0,9514,"Jonathan opened up his car's trunk, but the ice scraper wasn't there. Jonathan used this to chisel an inch of ice off his windshield.",Related,images/screwdriver_natural.jpeg,10.0,25-34,Male,Bachelor's degree,Yes,English,,"{""group_id"": ""10"", ""image_type"": ""natural"", ""button_pressed"": ""3"", ""internal_node_id"": ""0.0-11.0""}"
59,,3,natural,2025-03-19 20:59:22.905018+00:00,True,12,html-button-response,3.0,10497,Jenny was hiking in the woods. She left her friend Adam a note explaining that she would mark her choice of direction at each intersection. Jenny pointed out her path using this.,Afforded,images/pen_natural.jpeg,2.0,25-34,Male,Bachelor's degree,Yes,English,,"{""group_id"": ""2"", ""image_type"": ""natural"", ""button_pressed"": ""3"", ""internal_node_id"": ""0.0-12.0""}"
59,,3,natural,2025-03-19 20:59:22.905018+00:00,True,13,html-button-response,0.0,9576,"At work, Aaron realized that he forgot his cap. The rule was that if your hair isn't covered, you cannot work. Aaron used this to cover his hair.",Non-Afforded,images/hamburgerbun_natural.png,12.0,25-34,Male,Bachelor's degree,Yes,English,,"{""group_id"": ""12"", ""image_type"": ""natural"", ""button_pressed"": ""0"", ""internal_node_id"": ""0.0-13.0""}"
59,,3,natural,2025-03-19 20:59:22.905018+00:00,True,14,html-button-response,1.0,10220,"Peggy was babysitting her infant nephew. He was being fussy, but she had few toys to occupy him. Peggy gave him this to play with.",Afforded,images/plasticspoon_natural.jpeg,8.0,25-34,Male,Bachelor's degree,Yes,English,,"{""group_id"": ""8"", ""image_type"": ""natural"", ""button_pressed"": ""1"", ""internal_node_id"": ""0.0-14.0""}"
59,,3,natural,2025-03-19 20:59:22.905018+00:00,True,15,html-button-response,0.0,8539,"While taking a walk, Colleen ran into an old friend. They exchanged phone numbers, but Colleen couldn't find anything to write on. Colleen used this to write the phone number on.",Non-Afforded,images/bentearring_natural.jpeg,15.0,25-34,Male,Bachelor's degree,Yes,English,,"{""group_id"": ""15"", ""image_type"": ""natural"", ""button_pressed"": ""0"", ""internal_node_id"": ""0.0-15.0""}"
